epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.086+-0.037,2.215+-0.134,0.183+-0.122,0.614+-0.106,0.183+-0.122,0.093+-0.039,0.121+-0.093
1,1.899+-0.092,2.191+-0.311,0.201+-0.176,0.736+-0.126,0.201+-0.176,0.102+-0.069,0.125+-0.136
2,1.853+-0.165,2.211+-0.621,0.306+-0.072,0.795+-0.156,0.306+-0.072,0.218+-0.019,0.294+-0.075
3,1.871+-0.241,1.982+-0.167,0.325+-0.08,0.882+-0.038,0.325+-0.08,0.225+-0.047,0.264+-0.073
4,1.78+-0.04,2.081+-0.432,0.32+-0.08,0.867+-0.043,0.32+-0.08,0.26+-0.039,0.352+-0.075
5,1.665+-0.243,2.244+-0.446,0.366+-0.027,0.854+-0.096,0.366+-0.027,0.258+-0.016,0.32+-0.009
6,1.678+-0.04,2.693+-0.563,0.308+-0.024,0.822+-0.082,0.308+-0.024,0.246+-0.012,0.257+-0.086
7,1.716+-0.244,2.332+-0.5,0.352+-0.069,0.834+-0.011,0.352+-0.069,0.262+-0.057,0.362+-0.113
8,1.544+-0.133,2.393+-0.629,0.383+-0.085,0.833+-0.053,0.383+-0.085,0.317+-0.018,0.358+-0.08
9,1.578+-0.402,2.54+-0.552,0.341+-0.07,0.841+-0.063,0.341+-0.07,0.291+-0.06,0.358+-0.06
10,1.632+-0.299,2.652+-1.028,0.361+-0.046,0.837+-0.07,0.361+-0.046,0.28+-0.013,0.328+-0.051
11,1.653+-0.343,2.198+-0.375,0.416+-0.057,0.897+-0.017,0.416+-0.057,0.306+-0.046,0.414+-0.076
12,1.573+-0.443,3.365+-1.798,0.328+-0.055,0.825+-0.128,0.328+-0.055,0.293+-0.035,0.306+-0.053
13,1.502+-0.411,2.1+-0.344,0.434+-0.021,0.918+-0.014,0.434+-0.021,0.341+-0.041,0.443+-0.024
14,1.446+-0.541,2.718+-1.39,0.402+-0.12,0.886+-0.028,0.402+-0.12,0.302+-0.054,0.39+-0.126
15,1.475+-0.523,2.5+-0.384,0.399+-0.019,0.9+-0.038,0.399+-0.019,0.302+-0.042,0.376+-0.027
16,1.5+-0.554,3.0+-1.626,0.395+-0.095,0.856+-0.11,0.395+-0.095,0.31+-0.049,0.369+-0.124
17,1.567+-0.475,3.049+-1.275,0.359+-0.137,0.857+-0.089,0.359+-0.137,0.283+-0.097,0.328+-0.16
18,1.486+-0.396,2.248+-0.922,0.434+-0.079,0.917+-0.056,0.434+-0.079,0.329+-0.055,0.405+-0.095
19,1.461+-0.424,3.189+-0.885,0.316+-0.026,0.854+-0.059,0.316+-0.026,0.266+-0.035,0.296+-0.066
20,1.441+-0.194,2.742+-0.775,0.406+-0.06,0.897+-0.062,0.406+-0.06,0.311+-0.02,0.358+-0.069
21,1.459+-0.485,2.697+-0.213,0.347+-0.072,0.891+-0.058,0.347+-0.072,0.282+-0.038,0.342+-0.089
22,1.377+-0.599,2.434+-0.556,0.448+-0.027,0.935+-0.007,0.448+-0.027,0.347+-0.04,0.425+-0.028
23,1.439+-0.572,3.159+-1.406,0.375+-0.108,0.912+-0.026,0.375+-0.108,0.314+-0.045,0.382+-0.098
24,1.51+-0.51,2.823+-0.194,0.383+-0.018,0.891+-0.053,0.383+-0.018,0.281+-0.03,0.344+-0.028
25,1.431+-0.699,3.039+-0.786,0.388+-0.032,0.936+-0.021,0.388+-0.032,0.281+-0.037,0.341+-0.024
26,1.472+-0.671,2.732+-0.839,0.434+-0.079,0.891+-0.105,0.434+-0.079,0.35+-0.074,0.415+-0.117
27,1.465+-0.458,2.302+-0.226,0.415+-0.093,0.93+-0.031,0.415+-0.093,0.332+-0.052,0.408+-0.097
28,1.202+-0.413,3.731+-2.182,0.333+-0.139,0.855+-0.128,0.333+-0.139,0.29+-0.106,0.323+-0.146
29,1.158+-0.448,2.628+-0.404,0.44+-0.076,0.922+-0.037,0.44+-0.076,0.335+-0.027,0.399+-0.096
30,1.353+-0.696,3.405+-1.489,0.353+-0.084,0.866+-0.114,0.353+-0.084,0.312+-0.027,0.339+-0.052
31,1.163+-0.643,2.5+-0.361,0.414+-0.042,0.926+-0.017,0.414+-0.042,0.326+-0.043,0.398+-0.07
32,1.197+-0.346,2.356+-0.444,0.43+-0.039,0.927+-0.03,0.43+-0.039,0.339+-0.027,0.442+-0.033
33,0.95+-0.31,2.267+-0.172,0.453+-0.042,0.947+-0.014,0.453+-0.042,0.339+-0.021,0.442+-0.055
34,1.161+-0.37,2.494+-0.337,0.399+-0.021,0.929+-0.006,0.399+-0.021,0.315+-0.039,0.396+-0.026
35,0.935+-0.184,2.169+-0.234,0.461+-0.012,0.951+-0.006,0.461+-0.012,0.365+-0.03,0.466+-0.023
36,0.833+-0.282,2.07+-0.133,0.45+-0.055,0.946+-0.017,0.45+-0.055,0.36+-0.003,0.443+-0.059
37,0.872+-0.258,2.357+-0.309,0.408+-0.039,0.924+-0.025,0.408+-0.039,0.301+-0.028,0.407+-0.04
38,0.883+-0.114,2.492+-0.25,0.416+-0.054,0.949+-0.007,0.416+-0.054,0.325+-0.041,0.389+-0.04
39,0.951+-0.286,2.207+-0.495,0.432+-0.098,0.943+-0.027,0.432+-0.098,0.314+-0.006,0.425+-0.099
40,1.033+-0.446,2.536+-0.336,0.374+-0.012,0.929+-0.018,0.374+-0.012,0.329+-0.013,0.386+-0.011
41,0.939+-0.131,2.384+-0.483,0.451+-0.027,0.933+-0.017,0.451+-0.027,0.341+-0.002,0.448+-0.016
42,0.997+-0.164,2.606+-0.44,0.415+-0.035,0.942+-0.014,0.415+-0.035,0.333+-0.03,0.388+-0.068
43,1.091+-0.318,2.291+-0.249,0.423+-0.068,0.936+-0.009,0.423+-0.068,0.347+-0.022,0.428+-0.059
44,1.106+-0.207,2.82+-0.373,0.404+-0.065,0.905+-0.053,0.404+-0.065,0.315+-0.05,0.363+-0.095
45,0.862+-0.126,2.565+-0.136,0.393+-0.073,0.95+-0.013,0.393+-0.073,0.303+-0.044,0.365+-0.075
46,0.868+-0.117,2.661+-0.193,0.407+-0.035,0.899+-0.043,0.407+-0.035,0.305+-0.033,0.393+-0.037
47,1.041+-0.253,2.268+-0.544,0.493+-0.035,0.943+-0.006,0.493+-0.035,0.358+-0.027,0.496+-0.021
48,0.88+-0.17,2.374+-0.285,0.438+-0.082,0.944+-0.007,0.438+-0.082,0.319+-0.035,0.41+-0.113
49,0.956+-0.224,2.357+-0.356,0.45+-0.064,0.918+-0.038,0.45+-0.064,0.339+-0.024,0.451+-0.062
50,11.706+-1.042,120811.756+-145082.159,0.006+-0.0,0.512+-0.008,0.006+-0.0,0.002+-0.001,0.0+-0.0
51,3.447+-0.922,383.572+-580.904,0.071+-0.044,0.67+-0.07,0.071+-0.044,0.061+-0.038,0.073+-0.053
52,1.9+-0.39,12.682+-13.319,0.203+-0.093,0.82+-0.129,0.203+-0.093,0.173+-0.073,0.225+-0.101
53,1.515+-0.118,1.843+-0.337,0.354+-0.09,0.939+-0.022,0.354+-0.09,0.304+-0.076,0.34+-0.1
54,1.533+-0.469,3.753+-3.093,0.269+-0.062,0.902+-0.041,0.269+-0.062,0.253+-0.036,0.261+-0.09
55,1.317+-0.201,1.744+-0.077,0.34+-0.029,0.931+-0.025,0.34+-0.029,0.323+-0.025,0.354+-0.049
56,1.322+-0.077,1.722+-0.141,0.373+-0.1,0.944+-0.016,0.373+-0.1,0.303+-0.03,0.391+-0.084
57,1.161+-0.104,1.647+-0.199,0.375+-0.077,0.941+-0.016,0.375+-0.077,0.333+-0.052,0.36+-0.081
58,1.155+-0.064,1.521+-0.011,0.418+-0.029,0.951+-0.01,0.418+-0.029,0.358+-0.01,0.418+-0.044
59,1.103+-0.099,1.519+-0.088,0.439+-0.051,0.954+-0.01,0.439+-0.051,0.381+-0.033,0.454+-0.046
60,1.078+-0.06,1.585+-0.037,0.424+-0.021,0.946+-0.002,0.424+-0.021,0.369+-0.036,0.441+-0.014
61,1.03+-0.052,1.599+-0.103,0.392+-0.053,0.952+-0.009,0.392+-0.053,0.356+-0.014,0.383+-0.061
62,1.014+-0.112,1.501+-0.156,0.427+-0.061,0.961+-0.009,0.427+-0.061,0.385+-0.029,0.434+-0.069
63,1.144+-0.361,1.531+-0.024,0.418+-0.022,0.956+-0.009,0.418+-0.022,0.374+-0.018,0.424+-0.039
64,0.913+-0.051,1.43+-0.131,0.454+-0.08,0.959+-0.005,0.454+-0.08,0.404+-0.052,0.465+-0.075
65,0.928+-0.077,1.432+-0.131,0.446+-0.023,0.962+-0.015,0.446+-0.023,0.397+-0.01,0.452+-0.015
66,0.916+-0.137,1.521+-0.136,0.443+-0.049,0.956+-0.013,0.443+-0.049,0.377+-0.032,0.454+-0.049
67,0.988+-0.147,1.547+-0.24,0.426+-0.073,0.958+-0.011,0.426+-0.073,0.349+-0.049,0.431+-0.078
68,0.942+-0.175,1.462+-0.092,0.441+-0.047,0.967+-0.006,0.441+-0.047,0.365+-0.01,0.442+-0.047
69,0.856+-0.103,1.369+-0.109,0.479+-0.045,0.967+-0.011,0.479+-0.045,0.389+-0.044,0.497+-0.028
70,0.914+-0.098,1.85+-0.302,0.389+-0.043,0.951+-0.011,0.389+-0.043,0.337+-0.018,0.398+-0.058
71,0.987+-0.252,1.892+-0.571,0.389+-0.063,0.95+-0.016,0.389+-0.063,0.335+-0.086,0.398+-0.063
72,0.894+-0.059,1.596+-0.255,0.409+-0.094,0.963+-0.015,0.409+-0.094,0.365+-0.065,0.414+-0.093
73,0.874+-0.055,1.639+-0.179,0.383+-0.054,0.951+-0.014,0.383+-0.054,0.327+-0.035,0.399+-0.069
74,0.83+-0.117,1.568+-0.009,0.408+-0.015,0.963+-0.007,0.408+-0.015,0.371+-0.016,0.402+-0.01
75,0.866+-0.132,1.408+-0.174,0.481+-0.064,0.965+-0.008,0.481+-0.064,0.417+-0.045,0.483+-0.07
76,1.228+-0.765,2.345+-1.622,0.415+-0.104,0.949+-0.024,0.415+-0.104,0.321+-0.107,0.412+-0.098
77,0.922+-0.301,1.739+-0.592,0.41+-0.078,0.959+-0.02,0.41+-0.078,0.347+-0.094,0.399+-0.094
78,0.979+-0.293,1.417+-0.095,0.466+-0.046,0.964+-0.013,0.466+-0.046,0.391+-0.046,0.463+-0.036
79,0.869+-0.205,1.791+-0.396,0.394+-0.052,0.958+-0.012,0.394+-0.052,0.352+-0.041,0.41+-0.031
80,0.842+-0.105,1.416+-0.114,0.458+-0.061,0.968+-0.004,0.458+-0.061,0.42+-0.023,0.459+-0.079
81,0.78+-0.138,1.424+-0.114,0.459+-0.019,0.966+-0.004,0.459+-0.019,0.408+-0.044,0.475+-0.004
82,0.734+-0.159,1.427+-0.031,0.467+-0.019,0.969+-0.006,0.467+-0.019,0.419+-0.01,0.462+-0.037
83,0.683+-0.16,1.394+-0.202,0.478+-0.096,0.965+-0.008,0.478+-0.096,0.41+-0.05,0.486+-0.088
84,0.7+-0.113,1.31+-0.133,0.507+-0.071,0.97+-0.002,0.507+-0.071,0.424+-0.048,0.506+-0.067
85,0.921+-0.5,1.356+-0.042,0.495+-0.01,0.969+-0.007,0.495+-0.01,0.424+-0.029,0.501+-0.021
86,0.885+-0.187,1.423+-0.099,0.47+-0.029,0.97+-0.004,0.47+-0.029,0.412+-0.044,0.455+-0.039
87,0.713+-0.084,1.374+-0.059,0.484+-0.018,0.968+-0.003,0.484+-0.018,0.407+-0.013,0.49+-0.04
88,0.667+-0.085,1.311+-0.027,0.514+-0.019,0.97+-0.003,0.514+-0.019,0.435+-0.026,0.523+-0.019
89,0.659+-0.012,1.448+-0.092,0.473+-0.027,0.968+-0.005,0.473+-0.027,0.395+-0.017,0.468+-0.022
90,0.639+-0.126,1.38+-0.099,0.506+-0.037,0.97+-0.004,0.506+-0.037,0.428+-0.022,0.515+-0.032
91,0.585+-0.087,1.474+-0.143,0.463+-0.028,0.968+-0.007,0.463+-0.028,0.419+-0.008,0.454+-0.035
92,0.598+-0.096,1.412+-0.266,0.503+-0.066,0.966+-0.009,0.503+-0.066,0.437+-0.07,0.504+-0.063
93,0.632+-0.131,1.553+-0.18,0.457+-0.029,0.969+-0.002,0.457+-0.029,0.412+-0.035,0.463+-0.031
94,0.816+-0.471,1.402+-0.169,0.501+-0.09,0.967+-0.003,0.501+-0.09,0.417+-0.065,0.495+-0.1
95,0.553+-0.116,1.346+-0.034,0.521+-0.021,0.971+-0.005,0.521+-0.021,0.434+-0.029,0.529+-0.012
96,0.611+-0.091,1.525+-0.19,0.459+-0.033,0.97+-0.004,0.459+-0.033,0.416+-0.006,0.447+-0.049
97,0.677+-0.191,1.463+-0.179,0.49+-0.039,0.967+-0.002,0.49+-0.039,0.422+-0.025,0.479+-0.051
98,0.622+-0.072,1.39+-0.077,0.502+-0.03,0.97+-0.001,0.502+-0.03,0.433+-0.019,0.505+-0.022
99,0.558+-0.088,1.399+-0.147,0.501+-0.046,0.969+-0.004,0.501+-0.046,0.425+-0.021,0.491+-0.077
