epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.764+-0.068,1.578+-0.048,0.457+-0.001,0.935+-0.008,0.457+-0.001,0.374+-0.007,0.461+-0.006
1,1.502+-0.105,1.877+-0.126,0.486+-0.032,0.947+-0.01,0.486+-0.032,0.413+-0.019,0.494+-0.017
2,1.397+-0.241,2.289+-1.025,0.451+-0.094,0.946+-0.044,0.451+-0.094,0.383+-0.095,0.425+-0.127
3,1.421+-0.293,2.422+-1.263,0.471+-0.081,0.945+-0.052,0.471+-0.081,0.399+-0.074,0.44+-0.116
4,1.486+-0.377,2.172+-0.898,0.497+-0.062,0.958+-0.031,0.497+-0.062,0.425+-0.064,0.477+-0.089
5,1.368+-0.264,2.172+-0.367,0.501+-0.032,0.953+-0.026,0.501+-0.032,0.441+-0.019,0.484+-0.049
6,1.365+-0.369,2.284+-0.631,0.492+-0.054,0.961+-0.02,0.492+-0.054,0.423+-0.067,0.506+-0.048
7,1.269+-0.316,2.566+-0.448,0.436+-0.039,0.958+-0.012,0.436+-0.039,0.407+-0.032,0.426+-0.058
8,1.218+-0.02,2.465+-0.371,0.467+-0.018,0.954+-0.024,0.467+-0.018,0.417+-0.016,0.446+-0.036
9,1.131+-0.042,2.368+-0.526,0.497+-0.033,0.96+-0.023,0.497+-0.033,0.424+-0.03,0.488+-0.045
10,1.241+-0.193,2.494+-0.255,0.495+-0.05,0.957+-0.009,0.495+-0.05,0.43+-0.043,0.485+-0.034
11,1.293+-0.107,2.454+-0.247,0.495+-0.058,0.967+-0.007,0.495+-0.058,0.44+-0.036,0.49+-0.052
12,1.228+-0.075,1.953+-0.07,0.548+-0.028,0.975+-0.004,0.548+-0.028,0.476+-0.03,0.552+-0.03
13,1.137+-0.03,2.168+-0.411,0.528+-0.041,0.969+-0.01,0.528+-0.041,0.458+-0.028,0.526+-0.055
14,1.071+-0.13,2.668+-0.85,0.475+-0.072,0.96+-0.014,0.475+-0.072,0.433+-0.057,0.484+-0.062
15,1.095+-0.345,2.094+-0.314,0.526+-0.021,0.976+-0.002,0.526+-0.021,0.482+-0.01,0.531+-0.019
16,1.029+-0.245,2.009+-0.116,0.536+-0.005,0.971+-0.008,0.536+-0.005,0.472+-0.012,0.542+-0.003
17,0.908+-0.159,2.34+-0.392,0.488+-0.046,0.97+-0.006,0.488+-0.046,0.454+-0.031,0.489+-0.039
18,0.929+-0.179,2.099+-0.126,0.518+-0.038,0.978+-0.004,0.518+-0.038,0.478+-0.027,0.524+-0.043
19,0.86+-0.052,2.077+-0.106,0.518+-0.011,0.971+-0.006,0.518+-0.011,0.472+-0.019,0.506+-0.002
20,0.842+-0.102,2.26+-0.308,0.495+-0.034,0.974+-0.002,0.495+-0.034,0.451+-0.028,0.473+-0.048
21,0.922+-0.146,2.369+-0.72,0.485+-0.079,0.975+-0.005,0.485+-0.079,0.434+-0.054,0.466+-0.101
22,1.039+-0.188,2.381+-0.462,0.512+-0.052,0.971+-0.008,0.512+-0.052,0.464+-0.032,0.493+-0.066
23,0.831+-0.136,2.008+-0.525,0.525+-0.054,0.977+-0.009,0.525+-0.054,0.479+-0.05,0.523+-0.054
24,0.906+-0.231,2.24+-0.418,0.487+-0.05,0.973+-0.011,0.487+-0.05,0.446+-0.046,0.479+-0.056
25,0.805+-0.228,2.689+-1.059,0.463+-0.071,0.957+-0.027,0.463+-0.071,0.421+-0.063,0.451+-0.083
26,0.761+-0.213,2.395+-0.88,0.528+-0.052,0.972+-0.007,0.528+-0.052,0.469+-0.029,0.498+-0.082
27,0.88+-0.274,2.197+-0.649,0.536+-0.046,0.978+-0.002,0.536+-0.046,0.469+-0.025,0.513+-0.076
28,0.709+-0.146,1.752+-0.224,0.554+-0.031,0.976+-0.003,0.554+-0.031,0.487+-0.009,0.56+-0.028
29,0.706+-0.158,1.905+-0.317,0.536+-0.04,0.974+-0.004,0.536+-0.04,0.472+-0.024,0.534+-0.041
30,0.707+-0.207,1.834+-0.124,0.552+-0.027,0.978+-0.006,0.552+-0.027,0.487+-0.018,0.546+-0.028
31,0.694+-0.174,2.275+-0.124,0.494+-0.036,0.975+-0.005,0.494+-0.036,0.452+-0.043,0.475+-0.026
