epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,3.018+-0.522,2.518+-0.279,0.471+-0.023,0.952+-0.02,0.471+-0.023,0.404+-0.041,0.452+-0.019
1,2.494+-0.11,4.581+-2.322,0.392+-0.026,0.826+-0.127,0.392+-0.026,0.353+-0.046,0.364+-0.038
2,1.914+-0.167,2.7+-0.773,0.464+-0.033,0.944+-0.035,0.464+-0.033,0.392+-0.054,0.468+-0.064
3,2.051+-0.083,2.025+-0.22,0.544+-0.028,0.968+-0.008,0.544+-0.028,0.491+-0.04,0.548+-0.032
4,1.684+-0.148,3.04+-1.407,0.474+-0.113,0.92+-0.045,0.474+-0.113,0.423+-0.089,0.447+-0.145
5,1.731+-0.044,2.857+-1.277,0.527+-0.051,0.922+-0.068,0.527+-0.051,0.458+-0.013,0.499+-0.081
6,1.797+-0.138,2.624+-0.698,0.476+-0.069,0.959+-0.004,0.476+-0.069,0.455+-0.017,0.484+-0.073
7,1.708+-0.204,2.612+-1.185,0.495+-0.088,0.95+-0.032,0.495+-0.088,0.448+-0.08,0.49+-0.098
8,1.512+-0.261,2.532+-0.734,0.486+-0.086,0.946+-0.055,0.486+-0.086,0.463+-0.056,0.482+-0.088
9,1.552+-0.373,2.023+-0.32,0.541+-0.033,0.969+-0.004,0.541+-0.033,0.47+-0.014,0.544+-0.029
10,1.372+-0.316,2.546+-0.318,0.487+-0.035,0.966+-0.006,0.487+-0.035,0.459+-0.018,0.475+-0.045
11,1.419+-0.271,2.486+-0.487,0.482+-0.088,0.96+-0.011,0.482+-0.088,0.459+-0.043,0.461+-0.11
12,1.46+-0.319,2.899+-0.561,0.461+-0.076,0.954+-0.012,0.461+-0.076,0.429+-0.027,0.421+-0.091
13,1.445+-0.281,2.27+-0.506,0.544+-0.054,0.963+-0.009,0.544+-0.054,0.488+-0.048,0.545+-0.06
14,1.183+-0.104,1.946+-0.252,0.545+-0.016,0.977+-0.005,0.545+-0.016,0.512+-0.023,0.544+-0.011
15,1.183+-0.012,3.034+-0.834,0.462+-0.068,0.962+-0.015,0.462+-0.068,0.43+-0.06,0.424+-0.089
16,1.372+-0.216,2.363+-0.362,0.521+-0.064,0.975+-0.006,0.521+-0.064,0.496+-0.05,0.491+-0.077
17,1.251+-0.141,2.073+-0.073,0.569+-0.039,0.972+-0.007,0.569+-0.039,0.49+-0.038,0.576+-0.016
18,1.041+-0.095,2.77+-0.648,0.483+-0.029,0.958+-0.018,0.483+-0.029,0.464+-0.031,0.436+-0.062
19,1.269+-0.231,2.412+-0.983,0.529+-0.08,0.965+-0.018,0.529+-0.08,0.475+-0.06,0.528+-0.085
20,1.088+-0.162,2.15+-0.427,0.541+-0.077,0.964+-0.02,0.541+-0.077,0.493+-0.051,0.522+-0.106
21,1.191+-0.227,2.275+-0.869,0.529+-0.064,0.962+-0.032,0.529+-0.064,0.505+-0.053,0.532+-0.058
22,1.143+-0.117,2.308+-0.544,0.516+-0.069,0.965+-0.019,0.516+-0.069,0.491+-0.043,0.517+-0.084
23,1.16+-0.112,2.268+-0.37,0.542+-0.063,0.968+-0.014,0.542+-0.063,0.493+-0.054,0.535+-0.057
24,1.09+-0.259,2.973+-1.173,0.454+-0.113,0.932+-0.064,0.454+-0.113,0.45+-0.074,0.435+-0.119
25,1.12+-0.375,2.594+-0.934,0.488+-0.073,0.964+-0.021,0.488+-0.073,0.482+-0.044,0.473+-0.078
26,1.057+-0.281,2.196+-0.551,0.535+-0.06,0.971+-0.009,0.535+-0.06,0.486+-0.042,0.528+-0.094
27,1.111+-0.187,3.024+-0.387,0.46+-0.035,0.945+-0.021,0.46+-0.035,0.442+-0.015,0.442+-0.042
28,1.229+-0.088,2.218+-0.292,0.55+-0.067,0.97+-0.015,0.55+-0.067,0.505+-0.032,0.535+-0.071
29,1.21+-0.074,2.328+-0.17,0.508+-0.044,0.964+-0.019,0.508+-0.044,0.494+-0.031,0.5+-0.046
30,1.044+-0.092,2.05+-0.387,0.535+-0.07,0.979+-0.006,0.535+-0.07,0.507+-0.039,0.524+-0.081
31,1.02+-0.077,2.564+-0.306,0.498+-0.042,0.958+-0.017,0.498+-0.042,0.464+-0.032,0.499+-0.065
32,1.043+-0.046,2.79+-0.619,0.498+-0.065,0.968+-0.007,0.498+-0.065,0.476+-0.032,0.479+-0.083
33,1.115+-0.121,1.802+-0.066,0.602+-0.01,0.979+-0.003,0.602+-0.01,0.532+-0.012,0.594+-0.016
34,1.045+-0.056,1.861+-0.179,0.574+-0.044,0.978+-0.007,0.574+-0.044,0.511+-0.014,0.569+-0.045
35,1.11+-0.153,2.428+-0.413,0.516+-0.034,0.975+-0.008,0.516+-0.034,0.508+-0.021,0.531+-0.052
36,1.214+-0.286,2.328+-0.144,0.559+-0.032,0.966+-0.006,0.559+-0.032,0.489+-0.016,0.546+-0.029
37,0.986+-0.166,2.291+-0.325,0.524+-0.054,0.973+-0.004,0.524+-0.054,0.483+-0.05,0.533+-0.052
38,1.055+-0.176,2.686+-0.869,0.498+-0.076,0.957+-0.031,0.498+-0.076,0.475+-0.058,0.491+-0.091
39,1.175+-0.247,2.314+-0.282,0.557+-0.022,0.979+-0.003,0.557+-0.022,0.498+-0.036,0.542+-0.02
40,1.061+-0.227,1.845+-0.128,0.597+-0.018,0.981+-0.005,0.597+-0.018,0.539+-0.037,0.592+-0.023
41,0.846+-0.149,1.813+-0.256,0.593+-0.031,0.982+-0.003,0.593+-0.031,0.539+-0.01,0.585+-0.042
42,0.996+-0.043,2.179+-0.341,0.525+-0.051,0.976+-0.006,0.525+-0.051,0.507+-0.029,0.523+-0.066
43,0.877+-0.106,2.493+-0.675,0.52+-0.072,0.973+-0.012,0.52+-0.072,0.482+-0.026,0.512+-0.079
44,0.92+-0.096,2.496+-0.681,0.51+-0.085,0.973+-0.009,0.51+-0.085,0.488+-0.06,0.494+-0.093
45,0.952+-0.183,2.063+-0.303,0.556+-0.03,0.977+-0.002,0.556+-0.03,0.513+-0.018,0.553+-0.022
46,0.994+-0.022,2.442+-0.329,0.539+-0.041,0.976+-0.004,0.539+-0.041,0.503+-0.009,0.525+-0.028
47,1.138+-0.193,2.765+-0.317,0.513+-0.031,0.94+-0.022,0.513+-0.031,0.459+-0.01,0.518+-0.016
48,1.067+-0.183,2.689+-0.523,0.514+-0.022,0.955+-0.02,0.514+-0.022,0.471+-0.015,0.492+-0.062
49,1.003+-0.072,2.534+-0.355,0.507+-0.044,0.975+-0.007,0.507+-0.044,0.495+-0.03,0.499+-0.01
50,1.023+-0.222,2.026+-0.221,0.56+-0.035,0.977+-0.003,0.56+-0.035,0.517+-0.008,0.555+-0.04
51,0.908+-0.113,2.126+-0.362,0.547+-0.031,0.974+-0.008,0.547+-0.031,0.51+-0.012,0.545+-0.045
52,1.021+-0.227,2.71+-1.025,0.531+-0.069,0.966+-0.018,0.531+-0.069,0.495+-0.048,0.512+-0.08
53,0.971+-0.075,2.477+-0.44,0.515+-0.028,0.968+-0.019,0.515+-0.028,0.489+-0.02,0.5+-0.016
54,0.934+-0.226,2.12+-0.386,0.602+-0.025,0.979+-0.005,0.602+-0.025,0.515+-0.042,0.591+-0.035
55,0.971+-0.137,2.287+-0.254,0.535+-0.024,0.975+-0.006,0.535+-0.024,0.491+-0.02,0.533+-0.026
56,1.022+-0.096,2.874+-0.494,0.51+-0.068,0.956+-0.014,0.51+-0.068,0.464+-0.045,0.492+-0.075
57,0.897+-0.075,2.421+-0.576,0.534+-0.059,0.968+-0.022,0.534+-0.059,0.506+-0.036,0.514+-0.085
58,0.864+-0.1,2.497+-0.273,0.517+-0.02,0.966+-0.005,0.517+-0.02,0.48+-0.042,0.504+-0.039
59,0.941+-0.066,2.529+-0.517,0.517+-0.066,0.968+-0.012,0.517+-0.066,0.497+-0.049,0.499+-0.067
60,1.074+-0.297,2.345+-0.349,0.558+-0.034,0.977+-0.003,0.558+-0.034,0.505+-0.012,0.548+-0.023
61,0.905+-0.092,2.435+-0.833,0.547+-0.08,0.97+-0.013,0.547+-0.08,0.512+-0.053,0.524+-0.099
62,0.9+-0.068,2.392+-0.126,0.523+-0.045,0.977+-0.003,0.523+-0.045,0.502+-0.024,0.505+-0.051
63,1.022+-0.099,2.032+-0.237,0.582+-0.018,0.977+-0.001,0.582+-0.018,0.527+-0.007,0.588+-0.016
64,1.005+-0.063,2.084+-0.215,0.565+-0.008,0.979+-0.005,0.565+-0.008,0.532+-0.007,0.562+-0.016
65,0.921+-0.076,2.124+-0.589,0.56+-0.064,0.97+-0.017,0.56+-0.064,0.513+-0.058,0.562+-0.065
66,0.858+-0.1,2.007+-0.31,0.579+-0.032,0.979+-0.005,0.579+-0.032,0.529+-0.032,0.58+-0.035
67,1.116+-0.231,2.674+-0.803,0.519+-0.084,0.965+-0.017,0.519+-0.084,0.482+-0.053,0.513+-0.09
68,1.044+-0.022,2.64+-0.443,0.551+-0.042,0.972+-0.009,0.551+-0.042,0.498+-0.031,0.536+-0.051
69,1.014+-0.149,2.584+-0.712,0.523+-0.059,0.971+-0.011,0.523+-0.059,0.49+-0.034,0.517+-0.063
70,0.961+-0.106,2.477+-0.351,0.527+-0.042,0.972+-0.007,0.527+-0.042,0.512+-0.033,0.526+-0.039
71,0.979+-0.254,2.941+-0.678,0.491+-0.061,0.974+-0.011,0.491+-0.061,0.483+-0.041,0.469+-0.085
72,0.877+-0.073,2.297+-0.317,0.562+-0.021,0.975+-0.004,0.562+-0.021,0.504+-0.016,0.549+-0.029
73,1.047+-0.17,2.833+-0.466,0.517+-0.069,0.968+-0.011,0.517+-0.069,0.492+-0.044,0.52+-0.061
74,1.072+-0.123,2.395+-0.92,0.572+-0.077,0.972+-0.016,0.572+-0.077,0.518+-0.049,0.552+-0.101
75,0.919+-0.041,2.757+-0.607,0.527+-0.07,0.972+-0.013,0.527+-0.07,0.486+-0.026,0.507+-0.073
76,1.124+-0.025,2.467+-0.433,0.544+-0.018,0.972+-0.004,0.544+-0.018,0.506+-0.015,0.538+-0.029
77,0.963+-0.147,2.545+-0.332,0.538+-0.045,0.968+-0.015,0.538+-0.045,0.506+-0.021,0.53+-0.065
78,0.87+-0.119,2.271+-0.28,0.548+-0.029,0.978+-0.005,0.548+-0.029,0.523+-0.021,0.541+-0.038
79,0.832+-0.118,1.999+-0.073,0.587+-0.018,0.982+-0.004,0.587+-0.018,0.532+-0.003,0.584+-0.013
80,0.958+-0.08,3.246+-0.612,0.51+-0.04,0.958+-0.016,0.51+-0.04,0.483+-0.043,0.475+-0.06
81,0.837+-0.075,2.49+-0.174,0.512+-0.024,0.978+-0.003,0.512+-0.024,0.499+-0.02,0.512+-0.018
82,0.939+-0.196,2.654+-0.563,0.524+-0.05,0.961+-0.02,0.524+-0.05,0.479+-0.036,0.523+-0.049
83,0.986+-0.196,3.475+-0.705,0.495+-0.053,0.957+-0.019,0.495+-0.053,0.474+-0.019,0.447+-0.054
84,0.964+-0.147,2.87+-0.351,0.485+-0.016,0.966+-0.009,0.485+-0.016,0.458+-0.004,0.48+-0.021
85,0.918+-0.079,2.533+-0.453,0.535+-0.056,0.973+-0.011,0.535+-0.056,0.497+-0.038,0.538+-0.056
86,1.063+-0.234,2.682+-0.578,0.536+-0.04,0.97+-0.012,0.536+-0.04,0.493+-0.033,0.533+-0.056
87,0.975+-0.126,2.522+-0.075,0.524+-0.028,0.973+-0.002,0.524+-0.028,0.485+-0.011,0.508+-0.03
88,0.983+-0.308,2.759+-1.079,0.541+-0.06,0.973+-0.012,0.541+-0.06,0.498+-0.041,0.516+-0.095
89,1.064+-0.136,3.228+-0.401,0.484+-0.015,0.956+-0.023,0.484+-0.015,0.467+-0.008,0.456+-0.028
90,0.957+-0.064,2.529+-0.352,0.56+-0.021,0.977+-0.003,0.56+-0.021,0.509+-0.015,0.542+-0.042
91,0.943+-0.073,2.439+-0.784,0.538+-0.085,0.979+-0.003,0.538+-0.085,0.515+-0.036,0.53+-0.089
92,0.95+-0.066,3.141+-1.636,0.522+-0.086,0.942+-0.067,0.522+-0.086,0.489+-0.064,0.505+-0.113
93,1.087+-0.15,3.011+-0.144,0.496+-0.035,0.965+-0.01,0.496+-0.035,0.49+-0.027,0.484+-0.027
94,0.789+-0.053,2.074+-0.484,0.595+-0.025,0.977+-0.009,0.595+-0.025,0.537+-0.029,0.591+-0.036
95,0.856+-0.129,2.49+-0.678,0.536+-0.075,0.964+-0.023,0.536+-0.075,0.491+-0.066,0.537+-0.075
96,0.949+-0.159,2.825+-0.931,0.527+-0.077,0.973+-0.01,0.527+-0.077,0.496+-0.047,0.525+-0.078
97,0.974+-0.109,2.405+-0.22,0.552+-0.042,0.978+-0.004,0.552+-0.042,0.522+-0.035,0.543+-0.034
98,0.811+-0.012,2.054+-0.11,0.57+-0.014,0.979+-0.004,0.57+-0.014,0.522+-0.016,0.577+-0.013
99,0.901+-0.083,2.421+-0.627,0.561+-0.033,0.97+-0.009,0.561+-0.033,0.507+-0.011,0.555+-0.03
